text,label
当时我们渔民村人也不多，才90多人，能劳动的有几十人，一年下来每人都能分不少钱。,3
王瑞安在节目中告诉主持人艾伦，自己学钢琴才一年半，但是他很爱音乐，有时候旋律会直接流到他的指尖。,3
但我们这次去襄樊棉织厂，见人家最高的工资才四十五元，一般都是三、四十元，比我们低得多，但人家生产好，去年就上交了二万五千元利润，相当于工厂全部财产的两倍多。,3
洁白的雪地上留下了两行脚印：妈妈的脚印子深一些；小海才七岁，脚印浅浅的，但上边清晰地印着五个脚趾头。,3
刘是元氏人，曾在石家庄建国中学肄业，才十九岁，去岁投入青年军二零八师，于清风店战役中被我解放，现在我某政治部工作。,3
当谈到他冒着生命危险，逃出营场的原因时，他说，他想回到共和国的心是那样急切，而“国际审查”又是那么渺茫和不可信，因此他才在二十四日下午趁特务们稍一疏忽，就爬出铁丝网逃出来。,3
这宗铁板是当地铁业生产合作社不可缺少的原料，有二分厚，一尺至二尺宽，而扁铁才一、二寸宽，根本不合用。,3
经李明岭的爱人王德兰（党员，也在该厂工作）多次请求和厂里医生帮助，厂里才借了一百八十二万元给李明岭，付清了药费和住院费用。,3
你们看，他才30多岁，可头发已白了很多……”孙淑伟说不下去了，胡恩勇拿了一瓶矿泉水轻轻放在孙淑伟面前。,3
解放前他给地主当了六年长工，没田没地，土地改革以后才分到一亩六分田和一间房子。,3
庙垭乡拱桥村村长1987年至1988年4月为37对青年出具了结婚证明，其中，有28人不够法定婚龄，最小的才16岁。,3
才乘一线凭风去便有愚儿仰面看（妙句之妙）——宋·王令《纸鸢》万文武　　趋炎附势是一种时弊。,3
水才一心想着队里的几万棵树苗，哪里肯住。,3
那时的祝希娟才21岁，扮演指导员的王心刚27岁，陈强也不过41岁。,3
我们走这条路毕竟才八年时间，有一些东西明确了，有一些还在探索中。,3
父亲脑血栓瘫痪在床，公婆已年逾古稀，儿子才刚刚几岁，哪一方面都让她牵肠挂肚。,3
咱村30年前才五六百人，现在1400多口了，人多了，耕地却由那时的人均4亩减少到2亩多。,3
茂才同志八卷本文集的出版，我是发自内心高兴的。,3
这时‘迎迎’才四肢无力地躺了下来。,3
一九七六年，人口上升到四千三百多人的核桃公社，粮食总产量下降到一百零四万斤，亩产不到六十斤；社员每人平均只分到口粮一百九十二斤，分配收入才二十三元。,3
寿张县委对许多重要工作，经常是经过充分酝酿，热烈讨论，反复调查研究才取得一致意见的。,3
随即，他又苦笑了：恢复工作才几天？,3
而旧中国从1878年开始到1942年的六十四年内，全国煤矿最高年产量才六千一百八十七万吨。,3
同一篇传记，记载顺治同他母后的关系才60个字，记载康熙同他祖母的关系则有715个字。,3
总管说：“混蛋，骡子倒了，你们救人不救骡子，淹死一头骡子一百多块钱，死一个人才四十块钱。,3
任何食物放在猴子们面前，猴王不先动，哪个猴子都不敢动，只有等猴王享用完了，众猴们才一拥而上吃将起来。,3
落叶松、樟子松、云杉……我和妻子刚工作的时候，这里好多树才一人多高，现在都长成了茁壮的大树。,3
全行业合营到现在，才不过一年多的时间，有些问题，都是在体现了合营企业优越性的基础上发生的。,3
姑无论共产党和民主党派的关系，并不像周公与成王那样是“君”与“臣”的地位，就是帮助也是为了建立社会主义社会，才在同一目标之下共同奋斗的。,3
苏小小墓亭共有“金粉六朝香车何处，才华一代青冢优存”等12副柱联，拟分别邀请12位全国著名书法家书写，是西湖风景区中柱联最多的一座亭子。,3
后经家属向院长请求，才在五月十九日给他开刀抽脓千余CC。,3
一个结实的“立方体”有人比喻：这次讨论会是个“立方体”，不是平方面，中美双方代表一共才40人左右，但有其高度和深度，而且是比较结实的，这种说法不为过。,3
汤淼能出任主力接应二传有些幸运的成分，由于他的前任陆飞受伤病影响离开了球队，进入国家队才一年时间的汤淼被委以重任。,3
他想回头望望小梅，才一扭脸，鬼子的大皮鞋就踢上来了。,3
其中高级研发人员的月薪达6万元，但扣除“五险一金”和个人所得税后，实际到手的才3万多元。,3
电影艺术的诞生，才不过八十余年，比起其他的艺术来，还是年轻的小妹妹。,3
当时，陈英才40多岁。,3
她说到这里叹了一口气：“我那小不点儿才三个月，全靠喂奶呢！,3
父亲叫张文适，是景阳村民兵自卫队的副队长，儿子叫张玉碧，是个才十一岁的“少年军”。,3
孩子才八岁，麻醉的部位不好选择，弄不好大出血，就有生命危险。,3
金正洪来了，他真诚开导苏华：“10年是不短，但也不是很长，你才二十出头，今后的路长着呢。,3
直到解放后，日子才一天天好起来。,3
曾辉才30岁，他有妻子女儿。,3
长庆公社正东大队第五生产队是个只有16户、70来亩耕地的山区小队，社员平均口粮才400来斤，劳动工值一天只够换一包常德烟。,3
叶冲表示，社会赛事呈现繁盛之势，对击剑选手来说是一件好事，“实战对于选手能力和经验的提升至关重要，只有在比赛中多经历，才会少一些一剑之差的遗憾。,3
但一部电梯总共才几十万元，他们一户就想要20万元补偿，哪有那么多钱！,3
这里的娃娃，才四、五岁，还没上学，就踢起小皮球来了。,3
1999年5月，入伍才5个月的盛继宏，毅然向部队领导提出到南沙守礁的请求。,3
张成贵这才一方面表扬了老保管段三付这种可贵的社会主义积极性，一方面就这件事，对全工段职工进行了一次要调查研究，要实事求是的思想和政治路线的教育。,3
当年他才三十七岁，官至陆军中将。,3
国外同类轿车，价格在7000美元至10000多美元，出口到中国加了关税，也才20万元左右，像“大宇”赛手1.5排量12.8万元，“欧宝”1.6排量19.8万元，“菲亚特”1.4排量11万元。,3
这时，有的人说，修建宝（鸡）凤（州）段电气化铁路时，有外国专家“指导”，有进口的设备、材料，花了三年时间才修了九十四公里；现在要在一年内修建一百公里，办不到。,3
今年暑假时，他本打算去美国待一个月好好陪陪家人，结果才6天就因为单位有事匆匆赶回国内。,3
丁玉俚小学毕业后，在家里种了两年田，进共大那年才十六岁。,3
还有许许多多热爱老战士的同志，他们暗地里议论说：受了那么多苦，工作才三年，板凳还没坐热呢！,3
一天拾两三百斤棉花，做起来并不轻松，一朵花才三克重，两三百斤花，要拾多少朵啊！,3
列车到达南昌站，他下了火车，扛上沉重的大包，步出车站，脑子闪出一个念头：“叫辆三轮车吧，反正才六角钱！,3
只不过由于软件较贵，才使得百姓退而求其次，追求了清晰度仅240线、只有两个声道的VCD机。,3
一时和者云起，遂开彼邦词运，距志和原作才49年。,3
才三四年的混凝土建筑，外部沙浆即被侵蚀剥落，露出石子。,3
可惜圣人、救世主是极难得出世的，五百年、一千年才出来一两个，在他们没有出世前，奴隶们除了忍耐等待再没有别的法子了。,3
以前即便不停地烧煤，房间的温度也才16摄氏度。,3
其实我觉得去的人太少了，才去一万多人，零头儿还不够呢！,3
夏收满共才亏产二千零六十四斤，这粮食补起亏产，还余下两万六千多斤。,3
师长王少伯，15岁参军、17岁入党，在抗日战争、解放战争和抗美援朝的战争中都担当冲锋的角色，又自告奋勇投身于屯垦戍边，这一年才39岁。,3
新中国成立才十年，疾病泉源就枯干，若问原因是何在，人人都赞共产党。,3
在党委成员中，杨明珍年纪最轻，今年才二十六岁。,3
义工”在行动（图片）“义工”在行动本报记者　胡谋摄影报道深圳市有一支由各界人士组成的特殊队伍——“义务工作者联合会”，在38000多人的在册义工中，年龄最小的才14岁，最大的已经76岁。,3
走调的故事（市说新语）———恋曲二○○○之五钟旗如果说2000年的中国股市是一首歌的话，那么这首歌才唱了一半，便已经是绝顶的美丽绝顶的昂扬了。,3
这位副州长比人们想象的要年轻得多，一年前他就任副州长时，才四十八岁。,3
一些轻佻的女郎强拉硬扯着要与战士们合影、跳舞；有些人对战士们炫耀：“我们出来旅游一圈花几万元，你们一个月才几十元的津贴，还守在这儿干啥？,3
直到表演者们在场内组成“欢迎”字样时，场内的沉闷气氛才为之一变。,3
为了这个使命，有的战友放弃了上大学深造，有的放弃了到国外继承亲属财产，有的在亲人临终时都没能回去见上一面……一位才19岁的战友，患了肠癌还坚持要求去上哨。,3
七届二中全会闭幕才一个多月，这个中国赫鲁晓夫就跑到天津，卑鄙无耻地吹捧资本家，提出了臭名昭著的“剥削有功”论。,3
这样的公司当时有一批，但多数是翻牌过来的，不久或只好摘牌，或再翻成别的牌，而旭阳从6500万元资产起步，才三四年时间总资产已达3.7亿元。,3
本报刊登《两个消火栓怎能防火灾》的来信之后，市政有关部门才于11月初将6个消火栓修复。,3
婴儿爱玳，一岁多了，才只有五斤十四两（市斤）。,3
五十年前，当她爱人李耘生烈士在雨花台牺牲时，她才二十七岁。,3
从2月1日到26日，实际调进才9.57万担，只占应调进数的五分之一多一点，尚有近五分之四未调进。,3
他一直等到太阳偏西，才发现一只老母鸡向草堆走来，母鸡钻进草堆，过了好久，又“咯嗒、咯嗒……”地叫着钻了出来。,3
晓敏才18岁，潜力大着呢！,3
作者的年龄最大的十六岁，最小的才十二岁。,3
到目前为止，整个三峡移民包括湖北、重庆一共才8万多人，都是就近、就地安置，生活水平普遍高于搬迁之前。,3
一位女顾客抱怨：“上个月我在西单买了双‘黛安娜’皮鞋，248元，没过几天上‘蓝岛’，同样的鞋才208元。,3
直到近几年来，经两国史学界费尽艰辛，对家谱、族谱、传承世系等多方考证，才于1999年确证晋江上郭村为菲律宾国父何塞·黎刹的祖籍地。,3
在他们看来，康乾以降，正是由于中国失掉了西方近代以牛顿力学、电磁场理论、化学原子论和生物进化论为基础的科技革命的机遇，中华民族的近代史才失掉一个本应精彩的开篇。,3
我们用的条播机虽然每行苗宽度较窄，但行距才十二寸，所以在三十寸的距离内，旧法只能播一行，我们却可以播到两行半。,3
这毛头小伙儿确是满脸稚气，他才29岁。,3
土库曼斯坦队9月30日才凑齐11人，袁伟民团长开玩笑说，他们缺守门员，我们可以派领队王俊生去帮助守门。,3
有一次，他为寡妇阿尼西娅运草时，被大车碰坏了腿，伤口溃烂化脓，发烧40℃，有10多天无法下床，直到3个多月后才勉强一瘸一拐地走路。,3
一九五一年罗虫（又叫黄老虎）发生时，阎龙因人少力单，当时又雇不出人来，耽搁了两天，结果虫子把果树咬成个红棍，那年虽是个大班年，他才下了一千五百斤果子。,3
在日本侵华战争中担任军医的小川武满在会上控诉说，当年他和其他的日本兵才18岁，就被迫接受烧杀抢掠的训练。,3
据介绍，她那4岁零7个月的大儿子已经爱画画了，才11个月的小女儿已在学走路了，她说：儿子不笨，小女儿更聪明可爱。,3
也许我太贪婪了，待到画稿上模糊不清，这才发觉三峡里的夜幕降临得如此神速。,3
那时，他才四十七八岁，精力充沛，指挥有方，作风正派，生活简朴，是个难得的高级指挥员。,3
他奶奶拿不出钱，东求西恳的，揭了七十块钱，到俺娘手里，才剩了三十块，媒人却挣了四十。,3
李津成书记对记者说：“以前，西宁市每年的固定资产投资才几千万元，一九九七年达二十五亿元，一九九八年为三十八点九亿元，一九九九年达四十八点四亿元，二○○○年力争实现六十亿元。,3
全组技术工人仅六七人，平均技术水平才一级半。,3
产品的体积虽然这样大，今年十一个月却完成了十一台；而去年和前年做的圆筒干燥机，一个齿轮只有三吨重，两年总共才做了九台。,3
今天，这个支队的数十名平均年龄才30岁出头的舰长、副舰长，全都拥有大专以上学历。,3
有一次阿卜杜·阿齐齐下班到萧国华的宿舍一看，萧国华又回工地去了，于是他转回头立刻返回工地，直到萧国华把工作作完，他们才一块回宿舍。,3
我大吃一惊，广州至洛阳的一张飞机票才166元，手续费却要200元！,3
大人一月32斤，学生18斤半，包括白面、玉米面、小米、高粱，白面才一人八斤。,3
退市令“稻草人”（市说新语）黄湘源中国股市历经10年才出了一纸具体的连续亏损企业终止上市实施办法，俗称“退市令”。,3
她说：“才1个多月，小成变化特别大，现在能笑了，也胖了。,3
三十多年来，通信上的固定资产投资额总共才一百一十亿人民币。,3
老人光身爬到门边，闻讯赶来的左邻右舍，将大火扑灭，老人才免于一死。,3
他指出，陈水扁最近不但没有信心，还表现出焦虑和六神无主，是因为才几个星期的时间，陈水扁身边的陈菊、陈其迈、林文渊、陈哲男，都先后因为高捷弊案而“阵亡”或是剩下半条人命。,3
那时我才三岁，让妈说说父亲的冤死吧！,3
郭跃华才26岁，年龄不算大，但在乒坛上，却算是老将了。,3
因地制宜全面规划龙溪地区纯农业乡占50.9%，以农为主、其他生产占20%—30%的乡，占33.3%，以林、渔、果、副、盐为主的乡才占15.8%。,3
组成全部国土的近百个海岛加在一起才不过440平方公里，在非洲独立国家中倒数第一。,3
可这一回，县民政局给了600元，包村的电力局给了1000元，乡里还送来了木料，加在一起就是2000多元，说要给咱盖3间一面砖的新房，咱那倒塌的3间土房顶多才值1000元呀！,3
她对我说：她曾有过12个孩子，可全夭折了，其中生命最长的只几个月，最短的才几天。,3
因为速度要快，时间不够，而且他们总共才五个人。,3
在那里，一本书一版平常只有两千册，三版也才六千册；但是根据地的干部，单是在延安能看书的就有一万多。,3
波利扬斯基今年才二十岁。,3
临湘市是个农业县级市，经济发展在全省居中等水平，去年全市财政收入才8000多万元。,3
下半时，中国队力争挽回不利局势，可是由于投篮命中率太低，才30%多，只有对方命中率的一半，加上“黑猫”队在篮板球上占有优势，中国队顶不住客队的二次进攻和快速反击，下半时又输四分。,3
是谁对受灾的唐山坐视不救，反而进行阻挠破坏，狂叫“整个唐山才一百万人口，全国有八亿人口，有九百六十万平方公里，抹掉个唐山算得了什么？,3
全公社才四百来个劳力，顾了坝上，就顾不了坝下，牧业和副业就更谈不上了。,3
水才一听可冒火了：“谁稀罕你的东西。,3
1959年也是大旱，由于人民公社的巨大力量，栽了七十亩水稻，但是其中有十多亩因为等雨水栽迟了，亩产才一百斤上下；而用板田改种的六亩包谷，亩产也收到了一百多斤。,3
人家是一天将近两封信，我们是两个多月才一封信，谁还会弃之不顾呢？,3
电影才100年历史，再往下走，它会是了不起的一种文化。,3
人们记得，解放初宁波工农业总产值才4．17亿元，50年后的今天，国内生产总值已达1070亿元，进出口贸易额达50亿美元，人均国民收入已达2400美元。,3
如北京电机总厂有不少矽钢片下脚料，稍作加工就生产了民用小电扇，质量也好，每台成本才三十多元。,3
牟家前院是老费家，有个小嫚（姑娘），才十五，还没成人，美国强盗支着枪逼住她老爹，把个小嫚糟蹋到半死。,3
场长告诉我她叫刘瑛，今年才十六岁，北京第三女中的学生。,3
过了几分钟，3号、4号、5号车厢的列车员才从4号车厢的乘务室出来，每人手中握着一把扑克牌。,3
这样，厂里才于5月8日寄来一包剩余的衣料给我。,3
看到卷宗才大吃一惊。,3
在参加比赛的四百五十六名运动员中，十七岁以下的少年运动员有二百六十六名，最小的才十二岁。,3
现在，希特勒侵略者投降后才不过九年，罗马尼亚人民和欧洲其他各国人民就又面临着西德重新军国主义化和西德加入军事侵略集团的危险了。,3
这一年是1952年，朱彦夫才19岁。,3
参观了“小喇叭”的“书房”、“会客室”等几个屋子，我忍不住好奇地问主人：“你们家怎么才么几个人？,3
直到分区工作组检查时，才发现一个互助组也没有，有的只组织了半天就垮了台。,3
这次比赛由北京市海淀区工人文化宫主办，京、津、沪、穗等二十二个城市六百多名选手参加，年龄最大的七十多岁，最小的才八岁。,3
据该社王中林谈，他们才一开办，几个粮店就想联合起来挤垮他们。,3
在西德，每一个城市的面积都不大，人口也不多，首都波恩才三十万人，工业交通集中的汉堡也只有一百七十万人。,3
几十分钟过后，战斗结束，社员们浑身透湿，这才发现一个满身是泥的姑娘。,3
吉林省过去参加全国技术市场活动一个月仅成交四百多万元，技术转让才一百多万元；这次参展的头四天，仅技术转让即达八百三十八万元。,3
大黄指指身边的李小鹏说：“我们的年轻队员才16岁。,3
塔河地表水资源总量达到392亿立方米，而塔河流域才826万人口，灌溉面积133万公顷。,3
二十二兵团副司令员赵锡光担任石河子城市基本建设处处长，为了绿化城市，他早起晚睡，积劳成疾，逝世那年才五十四岁。,3
医疗部门有能力担负抗击非典任务王岐山表示，现在北京的注册医生有32000人，有资格的护士34000人，但真正熟悉呼吸疾病的医生和护士才不到3000人。,3
还有这一次，一座占地25万平方米、建筑面积2万平方米的厂房，从施工到建成才8个月，这在国外也是少见的。,3
也许在想“四害”横行时，去看望儿子，途中连喝口水也困难，粉碎“四人帮”才几个月，你看变化多大啊！,3
当社会的每一个人都有进行体育活动的念头和机会时，提高全民族的身体素质才不是一句空话。,3
重竞技运动管理中心主任马文广说：“城运会女子举重首枚金牌的争夺就这样激烈，说明中国女举的发展速度很快，悉尼奥运会这个级别的金牌选手总成绩才200公斤，而高伟这次举起了210公斤。,3
结果弄得有关人士又是查历史，又是找根据，证明确有此事，才使一场小小的风波烟消云散，还了历史的本来面目。,3
年纪才15岁的叶拉穆是“小孔雀”舞的领衔演员，临到上飞机，母亲的心脏病急发了，舅爷在舷梯上拽着甥女的小提箱不让走。,3
但是，在起了这网以后，船向前移动了半海里，才下第四网。,3
我素日工作循规蹈矩，小心翼翼，前怕狼，后怕虎，看不见群众力量，也看不见社会发展的光明前途，自然而然的步入右倾保守主义的堡垒，至事实已摆到面前才大吃一惊。,3
一家塑料制品工厂的总工程师“自定”的工资每月一千四百卢布，而一般技术工人每月工资才七、八十卢布。,3
一天，你也悄悄的告诉我要下乡了，我问你云儿才七个月，身体很弱，吃奶怎么办？,3
见到县委书记王友富，是在观音寺镇的抢险现场，才几分钟的工夫，王书记又接到电话，赶赴另一个抗洪救灾的现场。,3
那时，总铺乡只有零落的几个小企业，把砸石子的工人都算上，务工的人员也不足三百人，工业收入人均才几元，还不如养一只老母鸡。,3
成功的艺术作品，总能够在一些偶然的有限的具体形象里传达出那必然的无限广阔的内容来打动人和感动人，所以才“一以当十”。,3
按播种面积来说，去年全村种棉花二千一百亩；今年要按照国家计划，适当扩大一些，原计划种二千六百亩；最近一调查，把各社各组各户计划种植棉花的面积加起来，才一千九百四十亩。,3
正好，炼磺工人有的一天能出一百三十多斤硫磺，但有的才出一百一十斤，相差悬殊。,3
但是，人民的国家成立才几天，法国殖民主义就卷土重来，发动了侵略战争。,3
不错，像我们乡，才1万多口人，可乡机关干部就有一百三四十。,3
按照海南岛的气候来说，冬季最冷的1月份，全区各地平均温度很少到摄氏10度以下的；而夏季最热的7月份，平均温度也很少有超过34度的，只有临高和琼山两县的绝对最高温度，才到过41度上下。,3
张清华等与沿线的领导多次做群众的工作，才使一些思想不通的群众转了弯。,3
张国玉认为，从目前状况来看，全国实现经济自立的开发性科研单位才三百多个，要达到三五年内都实现经济自立的目标确非易事。,3
据埃及中央统计局今年4月发表的普查结果：50年代初埃及人口才2100万左右，至去年11月底，埃及人口已突破5000万大关，比10年前又增加1230万人。,3
从新名单中的人员组成来看，俄总理梅德韦杰夫先前宣布的要对政府成员大换血的允诺得到落实，新政府中最年轻的成员才30岁。,3
随父母来瑞典的孩子们纷纷登台献艺，表演钢琴独奏、现代舞、表演唱等节目，他们成了联欢会的主角，其中年龄最小的才7岁。,3
正是由于这种考虑，苏联才一再地提出和支持关于在巴尔干和亚得里亚海地区、波罗的海地区、中欧地区、亚洲及太平洋地区建立无原子武器区的建议。,3
我在南开大学时，便在天津一个女子中学里看过我的朋友丹妮用英文演《皆大欢喜》中的罗瑟琳，那时她才十七岁，后来成为有名的演员。,3
那年我才十一岁，个头还没枪高，却已是八路军冀中军区五分区游击二大队的少先队员了（后改成宣传员）。,3
建设用地浪费这样严重，最重要的原因是这些建设单位的领导人员和设计人员，以为我们国家很大，本单位才占用一小块，也不过九牛一毛，那有什么关系？,3
如扶绥县同正铅锌矿等十三个矿场，总共投资才一十八万六千元，预计每年可收利润一百六十九万四千多元，超过投资八倍左右。,3
浙江临海县项义品渔业生产合作社红头对船的春汛单位产量平均达一万零二百多斤，当地渔民互助组的平均产量只有九千三百多斤，单干渔民才七千五百多斤。,3
梁亮胜说，我深深佩服中国历史上和当代的一些杰出的政治家、思想家，通过学习他们的改革思维，我才举一反三，悟到了“补分哲学”……站立长江边，望着滚滚东逝水，我心潮起伏，不能平静。,3
厂长笑了，诙谐地说：“这位老师傅才十八岁哩！,3
5月30日又刮六级大风，同时降雨九十公厘，麦株才倾斜二十五度。,3
老帅还要挨批斗，我辈才值几个钱”看，她就是作者焦玲同志。,3
我国少儿艺术团首次参加便受到热烈欢迎，艺术团的17位小演员都是来自西藏自治区各地的小学生，年龄最大的只有13岁，最小的才10岁。,3
还有……狍肉……鬼子逼她带路……她不……杀了她……才14岁……”他身子猛然晃动。,3
正是有了他，中国才又一次获得了新生，使中国进入“邓小平时代”，开创出了民族振兴的新篇章。,3
柏垫人民公社建立才一年多的时间，在粮食生产上就获得了这样巨大的胜利，是公社党委认真贯彻执行党的“多种多收，高产多收”两条腿走路的方针的结果，是发动群众大挖增产潜力的结果。,3
其中一个才十岁的小孩叫胡月章，家里没吃的，跟爹娘讨乞到砀山城，被蒋匪诬为八路军的“奸细”，把他爹娘杀了，又把小孩关进牢里，已关了三个月。,3
如洛阳第一拖拉机厂项目的会签文稿，在有关单位，经过五个局，历时三十天，这个文件在一开始传出后，就不知去向，经过八天的查找，才在一个不相干的经济研究所找到。,3
回忆起地震发生时的场景，在厄瓜多尔中工国际工作的潘佳锋仍心有余悸，才20多岁的她从未想过有一天灾难会距她如此近。,3
那时他们才上二年级，就学了写“大丝瓜比我的小胳膊还粗呢”，“小丝瓜比不过大丝瓜，不好意思地躲在绿叶背后”。,3
赵河沙是湘沪线上的列车员，每过几天才回家一次。,3
整个西南从事地质工作和地质教学的总共才四十二人。,3
如同盖房子一样，必须从打地基开始，只有每一个村都发展了，才会有一个乡、一个县乃至一个地区经济的健康发展。,3
况且我们还太年轻，才八岁，向四十岁的老大哥学习正是当然的事。,3
北京市代表队十岁的男选手、小学三年级学生朱铮，学习游泳才一年多时间，就练出了良好的游泳技术。,3
有了好的奶源、好的支持、好的生产和好的研究，发展奶业的中国品牌才不是一句空话。,3
他一个月的工资才2000多元，养家供房，负担太重。,3
聂耳是在日本牺牲的，牺牲时才二十多岁。,3
图片江苏省劳模、扬州市宝应县曹甸镇76岁的老党员从才发，10多年来用自己创办的劳武炼锌厂所得的部分资金救助了8个村的150多名失学儿童，并自己掏钱为几所中心小学修建了校舍。,3
直至2002年，夫妻俩才一起去了台湾，可惜黄莘的父母都不在了。,3
骏马扬蹄啸春风——中组部等六部门春节慰问专家学者联欢会侧记骏马扬蹄啸春风——中组部等六部门春节慰问专家学者联欢会侧记本报记者　马利立春才三日，春风已拂面。,3
